date,portfolio_value,daily_pnl,zscore_SLB_HAL,position_SLB_HAL,hedgert_SLB_HAL,value_SLB_HAL,zscore_PSX_VLO,position_PSX_VLO,hedgert_PSX_VLO,value_PSX_VLO,zscore_XOM_CVX,position_XOM_CVX,hedgert_XOM_CVX,value_XOM_CVX
2025-11-12,97714.06,0.0,0.062826,flat,0.226765,31214.31,0.083761,flat,0.396237,33166.42,1.161865,flat,0.296583,33333.33
2025-11-13,97714.06,0.0,0.224826,flat,0.222829,31214.31,0.509774,flat,0.39088,33166.42,1.157994,flat,0.258057,33333.33
2025-11-14,97714.06,0.0,0.609873,flat,0.226375,31214.31,0.677606,flat,0.397577,33166.42,1.134882,flat,0.285464,33333.33
2025-11-17,97714.06,0.0,-0.096754,flat,0.231576,31214.31,-0.3118,flat,0.408458,33166.42,0.89194,flat,0.297524,33333.33
2025-11-18,97714.06,0.0,0.043926,flat,0.238136,31214.31,-0.388585,flat,0.409217,33166.42,1.209686,flat,0.283702,33333.33
2025-11-19,97714.06,0.0,-0.015314,flat,0.245279,31214.31,-0.86897,flat,0.406975,33166.42,0.887399,flat,0.249833,33333.33
2025-11-20,97714.06,0.0,-0.302903,flat,0.253372,31214.31,-0.756758,flat,0.421307,33166.42,0.820079,flat,0.212535,33333.33
2025-11-21,97714.06,0.0,0.418973,flat,0.26549,31214.31,-0.55773,flat,0.437918,33166.42,0.78868,flat,0.170513,33333.33
2025-11-24,97714.06,0.0,0.106318,flat,0.277701,31214.31,-0.73328,flat,0.456049,33166.42,0.512701,flat,0.141349,33333.33
2025-11-25,97714.06,0.0,0.251921,flat,0.286804,31214.31,-0.501704,flat,0.472951,33166.42,0.197626,flat,0.128103,33333.33
2025-11-26,97714.06,0.0,0.036718,flat,0.297813,31214.31,-0.341359,flat,0.47485,33166.42,0.228905,flat,0.137768,33333.33
2025-11-28,97714.06,0.0,0.342043,flat,0.311916,31214.31,-0.095533,flat,0.484996,33166.42,0.431426,flat,0.137455,33333.33
2025-12-01,97714.06,0.0,0.461406,flat,0.33069,31214.31,0.176495,flat,0.497372,33166.42,0.518083,flat,0.110467,33333.33
2025-12-02,97714.06,0.0,0.160253,flat,0.353015,31214.31,-0.120872,flat,0.497416,33166.42,0.246512,flat,0.089614,33333.33
2025-12-03,97714.06,0.0,0.809333,flat,0.384618,31214.31,0.468155,flat,0.505789,33166.42,0.722446,flat,0.068197,33333.33
2025-12-04,97714.06,0.0,0.990185,flat,0.413228,31214.31,0.540129,flat,0.516472,33166.42,0.554273,flat,0.0756,33333.33
2025-12-05,97714.06,0.0,0.884872,flat,0.447224,31214.31,0.583722,flat,0.535034,33166.42,0.438383,flat,0.083258,33333.33
2025-12-08,97714.06,0.0,0.812427,flat,0.478196,31214.31,0.560763,flat,0.548351,33166.42,0.317964,flat,0.084797,33333.33
2025-12-09,97714.06,0.0,0.537812,flat,0.508554,31214.31,0.553982,flat,0.564126,33166.42,0.771318,flat,0.057957,33333.33
2025-12-10,97714.06,0.0,1.326633,flat,0.548068,31214.31,1.270555,flat,0.583318,33166.42,0.994436,flat,0.037901,33333.33
2025-12-11,97714.06,0.0,1.419947,flat,0.589455,31214.31,1.571973,flat,0.591376,33166.42,0.96436,flat,0.001301,33333.33
2025-12-12,97714.06,0.0,0.992655,flat,0.623505,31214.31,1.498121,flat,0.582227,33166.42,0.780365,flat,-0.016532,33333.33
2025-12-15,97714.06,0.0,0.6715,flat,0.650027,31214.31,1.512436,flat,0.56611,33166.42,0.527396,flat,-0.022542,33333.33
2025-12-16,97714.06,0.0,0.512178,flat,0.667224,31214.31,-0.096519,flat,0.559534,33166.42,-0.135563,flat,0.014135,33333.33
2025-12-17,97714.06,0.0,0.787504,flat,0.674591,31214.31,-0.068804,flat,0.560429,33166.42,0.448136,flat,0.010837,33333.33
2025-12-18,97714.06,0.0,0.671722,flat,0.67987,31214.31,-0.588022,flat,0.57027,33166.42,0.250977,flat,0.009237,33333.33
2025-12-19,97714.06,0.0,0.445273,flat,0.682927,31214.31,-0.695035,flat,0.577629,33166.42,0.262531,flat,-0.010949,33333.33
2025-12-22,97714.06,0.0,0.30122,flat,0.687036,31214.31,-0.735394,flat,0.583299,33166.42,0.553235,flat,-0.076321,33333.33
2025-12-23,97714.06,0.0,0.214593,flat,0.689494,31214.31,-0.809098,flat,0.589862,33166.42,0.816326,flat,-0.087203,33333.33
2025-12-24,97714.06,0.0,0.137782,flat,0.689681,31214.31,-0.913473,flat,0.598809,33166.42,0.751645,flat,-0.082774,33333.33
2025-12-26,97714.06,0.0,0.054037,flat,0.691222,31214.31,-0.985953,flat,0.609822,33166.42,0.696886,flat,-0.079649,33333.33
2025-12-29,97714.06,0.0,0.004509,flat,0.689974,31214.31,-0.938995,flat,0.621967,33166.42,0.981165,flat,-0.081273,33333.33
2025-12-30,97714.06,0.0,0.237488,flat,0.692033,31214.31,-0.593113,flat,0.639363,33166.42,1.069157,flat,-0.067984,33333.33
2025-12-31,97714.06,0.0,0.262663,flat,0.69597,31214.31,-0.448042,flat,0.649487,33166.42,0.908914,flat,-0.05391,33333.33
2026-01-02,97714.06,0.0,0.617401,flat,0.704878,31214.31,-0.378849,flat,0.656041,33166.42,1.34189,flat,0.038712,33333.33
2026-01-05,97714.06,0.0,1.356684,flat,0.732749,31214.31,-0.03466,flat,0.657138,33166.42,1.367766,flat,0.277726,33333.33
2026-01-06,97714.06,0.0,1.820099,flat,0.758387,31214.31,-0.478108,flat,0.651956,33166.42,0.747984,flat,0.306025,33333.33
2026-01-07,97714.06,0.0,1.235211,flat,0.777203,31214.31,-0.737833,flat,0.623692,33166.42,0.259181,flat,0.267001,33333.33
2026-01-08,97714.06,0.0,1.171015,flat,0.804036,31214.31,-0.121644,flat,0.616833,33166.42,0.925897,flat,0.327174,33333.33
2026-01-09,97714.06,0.0,1.131602,flat,0.841632,31214.31,0.034692,flat,0.617836,33166.42,0.961389,flat,0.414191,33333.33
2026-01-12,97714.06,0.0,1.421298,flat,0.887919,31214.31,-0.090355,flat,0.614014,33166.42,0.714296,flat,0.465345,33333.33
2026-01-13,97714.06,0.0,0.960856,flat,0.972013,31214.31,-0.527234,flat,0.608044,33166.42,0.961665,flat,0.530883,33333.33
2026-01-14,97714.06,0.0,0.882256,flat,1.049986,31214.31,-0.204248,flat,0.607078,33166.42,1.139733,flat,0.636264,33333.33
2026-01-15,97714.06,0.0,0.50308,flat,1.140838,31214.31,-0.293968,flat,0.603877,33166.42,0.856679,flat,0.704548,33333.33
2026-01-16,97714.06,0.0,0.737921,flat,1.151534,31214.31,-0.526248,flat,0.593805,33166.42,0.852547,flat,0.757866,33333.33
2026-01-20,97714.06,0.0,1.002218,flat,1.164244,31214.31,-0.578904,flat,0.585438,33166.42,0.941474,flat,0.813177,33333.33
2026-01-21,97714.06,0.0,0.834841,flat,1.178464,31214.31,-0.215829,flat,0.579668,33166.42,1.193141,flat,0.883977,33333.33
2026-01-22,97714.06,0.0,0.84232,flat,1.194762,31214.31,-0.035081,flat,0.578861,33166.42,1.065244,flat,0.937543,33333.33
2026-01-23,97714.06,0.0,0.472078,flat,1.202785,31214.31,-0.130276,flat,0.576026,33166.42,1.174305,flat,0.988736,33333.33
2026-01-26,97714.06,0.0,0.522221,flat,1.211028,31214.31,-0.021222,flat,0.574547,33166.42,0.92492,flat,1.024306,33333.33
2026-01-27,97714.06,0.0,0.869017,flat,1.223474,31214.31,-0.059782,flat,0.57875,33166.42,0.94054,flat,1.063116,33333.33
2026-01-28,97714.06,0.0,0.725971,flat,1.231454,31214.31,0.262026,flat,0.587194,33166.42,0.840552,flat,1.091696,33333.33
2026-01-29,97714.06,0.0,0.430435,flat,1.234975,31214.31,0.796522,flat,0.600255,33166.42,1.002545,flat,1.140974,33333.33
2026-01-30,97714.06,0.0,0.242178,flat,1.237868,31214.31,0.779312,flat,0.61137,33166.42,0.164786,flat,1.144326,33333.33
2026-02-02,97714.06,0.0,0.730539,flat,1.24349,31214.31,0.617707,flat,0.620121,33166.42,0.081343,flat,1.141663,33333.33
2026-02-03,97714.06,0.0,0.589105,flat,1.248804,31214.31,0.572573,flat,0.63782,33166.42,0.341313,flat,1.147079,33333.33
2026-02-04,97714.06,0.0,0.923598,flat,1.256138,31214.31,1.219757,flat,0.675009,33166.42,0.436495,flat,1.157124,33333.33
2026-02-05,97714.06,0.0,0.401882,flat,1.256682,31214.31,1.391424,flat,0.707396,33166.42,0.443975,flat,1.167821,33333.33
2026-02-06,97714.06,0.0,-0.084564,flat,1.252441,31214.31,0.986366,flat,0.738652,33166.42,0.611149,flat,1.183285,33333.33
2026-02-09,97714.06,0.0,-0.087802,flat,1.249064,31214.31,0.962689,flat,0.763429,33166.42,0.611853,flat,1.198704,33333.33
2026-02-10,97714.06,0.0,0.645451,flat,1.251673,31214.31,1.04116,flat,0.78609,33166.42,0.665968,flat,1.212614,33333.33
2026-02-11,97714.06,0.0,0.292228,flat,1.252085,31214.31,1.179337,flat,0.815032,33166.42,0.648837,flat,1.226455,33333.33
2026-02-12,97714.06,0.0,0.510789,flat,1.25456,31214.31,0.990591,flat,0.830068,33166.42,0.25261,flat,1.230062,33333.33
2026-02-13,97714.06,0.0,0.683649,flat,1.257329,31214.31,1.14796,flat,0.849957,33166.42,-0.218121,flat,1.222887,33333.33
2026-02-17,97714.06,0.0,0.616054,flat,1.258914,31214.31,1.104205,flat,0.871859,33166.42,-0.058306,flat,1.220661,33333.33
2026-02-18,97714.06,0.0,0.470719,flat,1.262319,31214.31,0.62094,flat,0.882458,33166.42,0.139163,flat,1.221293,33333.33
2026-02-19,97714.06,0.0,-0.159812,flat,1.266789,31214.31,0.261303,flat,0.882497,33166.42,0.031502,flat,1.221532,33333.33
2026-02-20,97714.06,0.0,-0.285545,flat,1.276055,31214.31,0.119852,flat,0.881477,33166.42,-0.432966,flat,1.215714,33333.33
2026-02-23,97714.06,0.0,-0.220197,flat,1.285801,31214.31,0.366873,flat,0.882048,33166.42,0.003515,flat,1.214469,33333.33
2026-02-24,97714.06,0.0,-0.45691,flat,1.296094,31214.31,0.016449,flat,0.879456,33166.42,-0.304011,flat,1.208135,33333.33
2026-02-25,97714.06,0.0,-0.056509,flat,1.307669,31214.31,-0.473457,flat,0.871816,33166.42,-0.138077,flat,1.202923,33333.33
2026-02-26,97714.06,0.0,-0.590823,flat,1.312982,31214.31,-0.845378,flat,0.859346,33166.42,-0.203724,flat,1.196628,33333.33
2026-02-27,97714.06,0.0,-0.933311,flat,1.311471,31214.31,-0.561798,flat,0.851771,33166.42,0.043727,flat,1.192555,33333.33
2026-03-02,97714.06,0.0,-0.897797,flat,1.304037,31214.31,-0.633684,flat,0.839578,33166.42,-0.116239,flat,1.186837,33333.33
2026-03-03,97714.06,0.0,-1.611182,flat,1.295045,31214.31,-0.930483,flat,0.824248,33166.42,-0.36083,flat,1.180605,33333.33
2026-03-04,97714.06,0.0,-1.12181,flat,1.290291,31214.31,-0.797732,flat,0.810948,33166.42,-0.244778,flat,1.173984,33333.33
2026-03-05,97714.06,0.0,-1.097289,flat,1.28149,31214.31,-0.669277,flat,0.801452,33166.42,-0.665245,flat,1.164081,33333.33
2026-03-06,97714.06,0.0,-1.245982,flat,1.274859,31214.31,-0.368659,flat,0.798497,33166.42,-0.562849,flat,1.156663,33333.33
2026-03-09,97714.06,0.0,-1.642701,flat,1.258826,31214.31,0.025807,flat,0.800548,33166.42,-0.593906,flat,1.155227,33333.33
2026-03-10,97714.06,0.0,-1.73404,flat,1.245241,31214.31,-0.171521,flat,0.803467,33166.42,-0.476048,flat,1.15249,33333.33
2026-03-11,97697.39,0.0,-2.181194,long_spread,1.22744,31197.64,-0.401336,flat,0.807471,33166.42,-0.7138,flat,1.147525,33333.33
2026-03-12,97001.59,-695.8,-3.201722,long_spread,1.209535,30501.84,-0.137602,flat,0.818263,33166.42,-1.105051,flat,1.13596,33333.33
2026-03-13,97559.75,558.16,-1.94295,long_spread,1.202751,31060.0,0.116383,flat,0.833393,33166.42,-0.615104,flat,1.128958,33333.33
2026-03-16,97426.44,-133.31,-2.209794,long_spread,1.201153,30926.69,0.007265,flat,0.839675,33166.42,-0.409978,flat,1.123479,33333.33
2026-03-17,97158.89,-267.55,-2.819461,long_spread,1.185979,30659.14,-0.47002,flat,0.841206,33166.42,-0.300374,flat,1.120002,33333.33
2026-03-18,96640.24,-518.64,-3.698566,long_spread,1.158514,30140.49,-0.67831,flat,0.836176,33166.42,-0.563924,flat,1.115571,33333.33
2026-03-19,97176.15,535.91,-2.69332,long_spread,1.126289,30676.4,-0.104026,flat,0.836005,33166.42,-0.828834,flat,1.1072,33333.33
2026-03-20,96960.6,-215.56,-2.905465,long_spread,1.085537,30460.85,-0.329662,flat,0.832572,33166.42,-0.590064,flat,1.100748,33333.33
2026-03-23,97407.76,447.16,-2.024823,long_spread,1.041117,30908.01,0.135576,flat,0.832447,33166.42,-0.790484,flat,1.092467,33333.33
2026-03-24,97555.93,148.17,-1.598085,long_spread,0.991202,31056.18,0.837183,flat,0.838366,33166.42,-0.319237,flat,1.090374,33333.33
2026-03-25,97768.3,212.37,-1.025713,long_spread,0.936734,31268.55,1.078147,flat,0.843864,33166.42,-0.410574,flat,1.088659,33333.33
2026-03-26,97830.09,61.79,-0.693296,long_spread,0.873423,31330.34,0.123435,flat,0.841261,33166.42,-0.41588,flat,1.088702,33333.33
2026-03-27,97528.19,-301.9,-0.72381,long_spread,0.796172,31028.44,0.176512,flat,0.842546,33166.42,-0.025147,flat,1.092366,33333.33
2026-03-30,97402.16,-126.03,-0.790267,long_spread,0.700268,30902.41,0.019028,flat,0.84414,33166.42,0.092936,flat,1.095636,33333.33
2026-03-31,97466.44,64.28,-0.497969,long_spread,0.621611,30966.69,-0.082697,flat,0.844428,33166.42,0.316083,flat,1.099355,33333.33
2026-04-01,97449.82,-16.62,-0.720195,long_spread,0.585944,30950.07,-0.556207,flat,0.839656,33166.42,0.257286,flat,1.091683,33333.33
2026-04-02,97198.1,-251.73,-1.008185,long_spread,0.541222,30698.35,-0.68097,flat,0.830609,33166.42,0.030865,flat,1.082849,33333.33
2026-04-06,97444.4,246.3,-0.563699,long_spread,0.477945,30944.65,-0.596444,flat,0.819686,33166.42,0.475474,flat,1.069591,33333.33
2026-04-07,97253.37,-191.03,-0.473433,long_spread,0.440104,30753.62,-1.507266,flat,0.803378,33166.42,0.200971,flat,1.05845,33333.33
2026-04-08,98069.32,832.62,0.636026,long_spread,0.4289,31569.57,-1.455278,flat,0.792276,33166.42,0.156087,flat,1.043606,33333.33
2026-04-09,98052.66,0.0,1.002953,flat,0.418237,31569.57,-2.174787,long_spread,0.778475,33149.76,0.302962,flat,1.02374,33333.33
2026-04-10,97603.11,-449.55,0.690753,flat,0.409469,31569.57,-2.758592,long_spread,0.755871,32700.21,0.117774,flat,1.006199,33333.33
2026-04-13,97497.99,-105.12,0.375737,flat,0.40734,31569.57,-2.731956,long_spread,0.733853,32595.09,-0.299426,flat,0.991259,33333.33
2026-04-14,97768.95999999999,270.97,0.46215,flat,0.399505,31569.57,-2.37111,long_spread,0.716248,32866.06,-0.250318,flat,0.973791,33333.33
2026-04-15,98086.82,317.86,0.924471,flat,0.397594,31569.57,-1.770353,long_spread,0.698999,33183.92,-0.026479,flat,0.956457,33333.33
2026-04-16,97805.19,-281.63,0.382647,flat,0.38676,31569.57,-1.925966,long_spread,0.677012,32902.29,0.041861,flat,0.940851,33333.33
2026-04-17,98335.23000000001,530.05,1.13016,flat,0.397359,31569.57,-1.638741,long_spread,0.666011,33432.33,-0.375886,flat,0.934521,33333.33
2026-04-20,98072.38,-262.85,1.009573,flat,0.408275,31569.57,-1.953899,long_spread,0.653873,33169.48,-0.072899,flat,0.926106,33333.33
2026-04-21,97937.8,-134.58,0.830369,flat,0.423157,31569.57,-1.826089,long_spread,0.637475,33034.9,-0.30542,flat,0.923435,33333.33
2026-04-22,98000.77,62.97,1.270086,flat,0.453776,31569.57,-1.625743,long_spread,0.620401,33097.87,-0.156928,flat,0.915889,33333.33
2026-04-23,97922.82,-77.95,1.193247,flat,0.490947,31569.57,-1.744759,long_spread,0.600871,33019.92,-0.142686,flat,0.912006,33333.33
2026-04-24,98123.79000000001,200.97,1.50126,flat,0.535142,31569.57,-1.253165,long_spread,0.584712,33220.89,-0.12265,flat,0.908597,33333.33
2026-04-27,98082.26000000001,-41.53,1.039239,flat,0.561981,31569.57,-1.165174,long_spread,0.572977,33179.36,-0.179656,flat,0.917407,33333.33
2026-04-28,98045.73000000001,-36.53,0.895824,flat,0.586781,31569.57,-1.082665,long_spread,0.559136,33142.83,-0.228622,flat,0.909849,33333.33
2026-04-29,98123.95000000001,78.22,0.448234,flat,0.607466,31569.57,-0.319391,long_spread,0.542988,33221.05,-0.015713,flat,0.893024,33333.33
2026-04-30,98564.59,457.3,0.70405,flat,0.640252,31569.57,0.537281,long_spread,0.539056,33661.69,-0.199931,flat,0.888612,33333.33
2026-05-01,98564.59,0.0,0.871656,flat,0.678672,31569.57,0.393474,flat,0.543478,33661.69,-0.140801,flat,0.891152,33333.33
