date,portfolio_value,daily_pnl,zscore_SLB_HAL,position_SLB_HAL,hedgert_SLB_HAL,value_SLB_HAL,zscore_PSX_VLO,position_PSX_VLO,hedgert_PSX_VLO,value_PSX_VLO,zscore_XOM_CVX,position_XOM_CVX,hedgert_XOM_CVX,value_XOM_CVX
2025-04-23,98503.13,8.03,0.007984,flat,0.865021,32567.44,-0.811423,long_spread,1.106955,32602.36,1.086741,flat,0.568836,33333.33
2025-04-24,98951.69,465.23,0.047403,flat,0.869598,32567.44,0.064134,long_spread,1.120259,33050.92,1.069648,flat,0.555225,33333.33
2025-04-25,98951.69,0.0,0.130631,flat,0.872823,32567.44,-0.262593,flat,1.139385,33050.92,1.030911,flat,0.541879,33333.33
2025-04-28,98951.69,0.0,0.033287,flat,0.878412,32567.44,-0.015202,flat,1.148642,33050.92,0.866775,flat,0.53272,33333.33
2025-04-29,98951.69,0.0,0.199326,flat,0.881192,32567.44,-0.185867,flat,1.157667,33050.92,0.833051,flat,0.520967,33333.33
2025-04-30,98951.69,0.0,0.303505,flat,0.879649,32567.44,-0.879627,flat,1.179459,33050.92,0.45434,flat,0.51296,33333.33
2025-05-01,98951.69,0.0,0.54181,flat,0.877456,32567.44,-0.639347,flat,1.215546,33050.92,0.445207,flat,0.506694,33333.33
2025-05-02,98951.69,0.0,0.518472,flat,0.878349,32567.44,-0.84134,flat,1.244293,33050.92,0.321822,flat,0.503125,33333.33
2025-05-05,98951.69,0.0,0.586002,flat,0.875134,32567.44,-1.032308,flat,1.258483,33050.92,-0.115993,flat,0.504906,33333.33
2025-05-06,98951.69,0.0,0.888438,flat,0.866671,32567.44,-0.711601,flat,1.270874,33050.92,0.215672,flat,0.502537,33333.33
2025-05-07,98951.69,0.0,0.862582,flat,0.859753,32567.44,-0.642152,flat,1.289061,33050.92,0.164385,flat,0.500891,33333.33
2025-05-08,98951.69,0.0,0.457034,flat,0.85942,32567.44,-1.1526,flat,1.295299,33050.92,0.386726,flat,0.497197,33333.33
2025-05-09,98951.69,0.0,0.48155,flat,0.857453,32567.44,-1.045042,flat,1.29502,33050.92,0.524682,flat,0.495795,33333.33
